lecture_id,questions,answer,source_sentence,entity,,,
73,How do global citizens participate?,By engaging in social and political life across communities.,Global citizens participate in social and political life,MISC,,,
73,Who must act to solve global issues?,"Citizens, communities, and organizations.","Solutions require citizens, the community",ORG,,,
73,Who defined global citizenship as a moral and ethical disposition?,Caecilia Johanna van Peski.,Caecilia Johanna van Peski defined global citizenship,PERSON,,,
74,What is solar energy?,Conversion of sunlight into usable energy forms.,Solar energy is the conversion of sunlight into usable energy forms.,MISC,,,
74,What are solar PV and solar thermal electricity?,Well-established solar technologies.,Solar photovoltaics (PV) and solar thermal electricity are well established.,MISC,,,
74,What is direct radiation?,Radiation from the sun reaching Earth without scattering that can be concentrated.,Direct radiation is radiation from the sun that reaches Earth without scattering and can be concentrated using technological devices.,MISC,,,
74,What is solar thermal energy used for?,"Domestic, industrial, leisure applications, space heating, fluid heating, and electricity generation.","Solar thermal harnesses solar energy for domestic, industrial, and leisure applications.",MISC,,,
74,What percentage of the global energy mix is fossil fuels?,Over 80%.,"Globally, fossil fuels account for over 80% of the energy mix.",PERCENT,,,
75,What is thermal insulation?,Reduction of heat transfer between surfaces using insulating materials.,Thermal insulation reduces heat transfer from one surface to another…,MISC,,,
75,What passive cooling methods use evaporation?,Fountains and evaporation cooling techniques.,Evaporation cooling: fountains and passive methods reduce temperature.,MISC,,,
75,What are the phases of an energy audit?,"Pre-audit, audit, post-audit.","Three phases of energy audit: pre-audit, audit, post-audit.",MISC,,,
75,Give an example of high-cost energy-saving measure.,Replace pumps with high-efficiency motors (HEMs) for long-term savings.,High-efficiency motors (HEMs) can replace old pumps for long-term energy savings.,MISC,,,
75,What are the principles of heat transfer?,"Heat moves from higher to lower temperature; types include conduction, convection, and radiation.","Three types of heat transfer are conduction, convection, and radiation.",MISC,,,
76,Which country is among the most active Internet users?,The Philippines,The Philippines is among the countries with the most active Internet users.,GPE,,,
76,Does online content ever truly disappear?,"No, anything posted online remains even if deleted.","Anything posted online stays online, even if deleted.",MISC,,,
76,What is gender?,Social understanding of how sex is experienced and expressed.,Gender is the social understanding of how sex,MISC,,,
76,What percentage of the world uses a smartphone?,More than half,More than half of the world now uses a smartphone.,PERCENT,,,
76,Who made the World Wide Web available to the public?,Tim Berners-Lee,It has only been 25 years since Tim Berners-Lee…,PERSON,,,
77,What are the two aspects of metacognition?,Self-appraisal and self-management.,Metacognition has two aspects: self-appraisal and self-management.,MISC,,,
77,What is self-appraisal?,Personal reflection on knowledge and capabilities.,Self-appraisal is personal reflection on one’s knowledge and capabilities.,MISC,,,
77,What are the two elements of metacognition?,Metacognitive knowledge and metacognition regulation.,Elements of Metacognition: metacognitive knowledge and metacognition regulation.,MISC,,,
77,What is strategy knowledge?,Ability to use and adapt strategies for learning and acquiring information.,Strategy knowledge is the ability to use and adapt strategies…,MISC,,,
77,What is metacognition?,Thinking about thinking; awareness of one’s knowledge and skills.,Metacognition is commonly defined as “thinking about thinking”.,MISC,,,
78,What is a goal?,The desired outcome anticipated by a person or organization.,A goal is the desired outcome anticipated by a person or organization.,MISC,,,
78,What does clarity mean in goal setting?,"Clear, measurable goals are more achievable.","Clarity: clear, measurable goals are more achievable.",MISC,,,
78,Why write goals down?,"Makes them real, tangible, and hard to forget.",Writing goals makes them real and tangible.,MISC,,,
78,What is the purpose of an action plan?,Breaks goals into steps and tracks progress.,Action plans break goals into steps and track progress.,MISC,,,
78,What is a SMART goal?,"Specific, Measurable, Attainable, Relevant, Time-Bound.","SMART goals: Specific, Measurable, Attainable…",MISC,,,
79,What is politics?,Actions concerned with achieving and using power in a nation or society.,Politics refers to the actions or activities concerned with achieving and using power in a nation or society.,MISC,,,
79,What does active citizenship involve?,Structured engagement in political processes and everyday participation in society.,Active citizenship refers to structured engagement with political processes and everyday participation.,MISC,,,
79,Why is active citizenship important?,"It instills change, influences society, and helps individuals embrace their individuality.",Active citizenship instills change and influences society at large.,MISC,,,
79,What is the meaning of “Bahala Na”?,"Leaving everything in God’s hands, similar to “Hakuna Matata”.",“Bahala Na” attitude means leaving everything in God’s hands.,MISC,,,
79,What is Filipino Time?,Habitual tardiness in commitments.,Filipino Time reflects habitual tardiness in commitments.,MISC,,,
80,What is religion according to Giddens?,A cultural system of shared beliefs and rituals providing ultimate meaning.,Religion is a cultural system of shared beliefs and rituals providing ultimate meaning.,MISC,,,
80,What are the key elements of religion?,"Religion is a form of culture, involves ritualized practices, and provides a sense of purpose.","Religion is a form of culture, involves beliefs expressed in ritualized practices, and provides a sense of purpose.",MISC,,,
80,What is the spiritual self?,"The most intimate, inner, subjective part of the self.","The spiritual self is the most intimate, inner, subjective part of the self.",MISC,,,
80,How do Filipinos express religiosity?,"Through baptism, fiestas, prayer, fellowship, communion, and church activities.","Filipinos express religiosity through baptism, fiestas, prayer, fellowship, communion, and other church activities.",MISC,,,
80,Who are mambabarang?,Practitioners of malevolent Filipino witchcraft targeting individuals (binarang).,"Sorcerers (mambabarang) practice malevolent witchcraft, targeting people (binarang).",MISC,,,
81,Why must customer service ask questions?,Because customers are often unclear about what they need.,"Customers are often unclear about what they need, so asking questions is important.",MISC,,,
81,What must be done to ensure customer satisfaction?,Correctly identify customer needs,"To ensure customer satisfaction, you must correctly identify customers' needs.",MISC,,,
81,What must you do to identify needs?,Listen and ask the right questions.,"To identify needs, you must listen and ask the right questions.",MISC,,,
81,How do you start meeting customer needs?,Identify what customers need through research or listening.,"To meet customer needs, identify them through research or listening tools.",MISC,,,
81,What must be created after identifying customer needs?,Product features or content aligned with customer needs.,Create product features or content aligned with customer needs.,MISC,,,
82,What is a literature review a vital part of?,A research project or paper.,Literature reviews are a vital part of a research project or paper.,MISC,,,
82,What will the handout focus on?,"Defining a literature review, organizing and synthesizing information, and its parts.","This handout will focus on defining what a literature review is, how to organize and synthesize information, and what the different parts of a literature review are.",MISC,,,
82,What does a literature review demonstrate?,Your ability to research.,A literature review demonstrates your ability to research; it also showcases your expertise on your chosen topic.,MISC,,,
82,What does including a literature review provide to readers?,Prevalent theories and studies on the topic.,"By including a literature review in your project or thesis, you are also providing your reader with the most prevalent theories and studies on your topic, evaluations and comparisons of these studies, and gaps there may be in the literature.",MISC,,,
82,What else does a literature review provide besides theories?,"Evaluations, comparisons, and research gaps.","By including a literature review in your project or thesis, you are also providing your reader with the most prevalent theories and studies on your topic, evaluations and comparisons of these studies, and gaps there may be in the literature.",MISC,,,
82,What is not a literature review?,An annotated bibliography. ,A literature review is not an annotated bibliography.,MISC,,,
82,What does an annotated bibliography contain?,A summary and evaluation of each article individually with little connection.,"In an annotated bibliography, the writer presents a summary and critical evaluation of each article or scholarly resource, one by one, with little or no connection made between the various articles or resources.",MISC,,,
82,What is different from synthesizing information?,Summarizing sources individually.,This is very different from the synthesizing and comparing of information in a literature review.,MISC,,,
82,What else is not a literature review?,"An essay, report, or research paper.","Additionally, a literature review is also not an essay, report, or research paper, as it does not state, prove, or develop main points.",MISC,,,
82,What does a literature review not do?,Answer a question or list summarized articles.,"A literature review does not answer a question, nor is it a list of summarized articles.",MISC,,,
82,What is a literature review?,A review or discussion of current published material.,A literature review is a review or discussion of the current published material available on a particular topic.,MISC,,,
82,What does a literature review attempt to do?,Synthesize and evaluate material according to the research question or themes.,"It attempts to synthesize and evaluate the material and information according to the research question(s), thesis, and central theme(s).",MISC,,,
82,What does a literature review allow readers to know?,What is being said about the topic and how sources compare.,"This allows your readers to know what is being said about your given topic, how these sources compare with one another, and what gaps there are in the research.",MISC,,,
82,What does a literature review reveal?,Gaps in research.,"This allows your readers to know what is being said about your given topic, how these sources compare with one another, and what gaps there are in the research.",MISC,,,
83,What is the purpose of the introduction?,To familiarize the reader with your research problem.,The purpose of the introduction is to familiarize the reader with your research problem.,MISC,,,
83,What should the introduction present?,Relevant literature.,The introduction should present relevant literature.,MISC,,,
83,What should the introduction define?,The scope of the research.,The introduction should define the scope of the research.,MISC,,,
83,What must contextualize the research?,The introduction.,An introduction must contextualize the research by establishing key findings from relevant literature or real-world problems.,MISC,,,
83,What must present the research problem?,The introduction.,The introduction must present the research problem by identifying gaps or uncertainty in existing research.,MISC,,,
83,What must the introduction explain?,How the research addresses the problem.,The introduction must explain how the research addresses the problem.,MISC,,,
83,What does a good introduction state first?,The importance of the topic.,A good introduction states the importance of the topic.,MISC,,,
83,What does a good introduction review?,Research findings or accepted knowledge.,A good introduction reviews research findings or accepted knowledge.,MISC,,,
83,What does a good introduction identify?,Gaps in existing research.,A good introduction identifies gaps in existing research.,MISC,,,
83,What does a good introduction outline?,Research objectives or questions.,A good introduction outlines research objectives or questions.,MISC,,,
83,What does the literature review provide?,A comprehensive background of the research topic.,The literature review provides a comprehensive background of your research topic.,MISC,,,
83,What does the literature review link your work to?,Previous research.,The literature review links your work to previous research and identifies gaps.,MISC,,,
83,What does a literature review provide?,An overview of existing research.,A literature review provides an overview of existing research.,MISC,,,
83,What does a literature review critically assess?,Past research and its limitations.,A literature review critically assesses past research and identifies limitations.,MISC,,,
83,What does a literature review explain?,How your research builds on or diverges from previous work.,A literature review explains how your research builds on or diverges from previous work.,MISC,,,
83,What must an introduction and literature review include regarding findings?,Key findings from relevant literature.,An introduction and literature review must include key findings from relevant literature.,MISC,,,
83,What must an introduction and literature review include regarding gaps?,A clear research problem or gap.,An introduction and literature review must include a clear research problem or gap.,MISC,,,
83,What must an introduction and literature review include regarding objectives?,Research objectives.,An introduction and literature review must include research objectives.,MISC,,,
83,What must an introduction and literature review include regarding questions?,Research questions.,An introduction and literature review must include research questions.,MISC,,,
83,What do effective introductions and literature reviews set up?,The context for research.,Effective introductions and literature reviews set up the context for research.,MISC,,,
83,What do effective introductions and literature reviews identify clearly?,The research problem.,Effective introductions and literature reviews identify the research problem clearly.,MISC,,,
83,What do effective introductions and literature reviews present?,A comprehensive yet critical review of past work.,Effective introductions and literature reviews present a comprehensive yet critical review of past work.,MISC,,,
83,What do effective introductions and literature reviews establish?,Your contribution to the field.,Effective introductions and literature reviews establish your contribution to the field.,MISC,,,
84,What is the title of the lecture?,Preparing for an Engineering Career.,Preparing for an Engineering Career.,MISC,,,
84,What are some major reasons for choosing an engineering career?,"Creativity, problem-solving, impact, salary, and flexibility.","Reasons for choosing an engineering career include creativity, problem-solving, impact, salary, and job flexibility.",MISC,,,
84,How can engineering careers impact the world?,They allow individuals to change the world.,Engineering careers allow individuals to change the world.,MISC,,,
84,How do engineers make a difference?,By contributing meaningful solutions and innovations.,Engineers can make a difference.,MISC,,,
84,How much can engineers earn?,Engineers can earn a big salary.,Engineers can earn a big salary.,MONEY,,,
84,What do engineers do when solving problems?,They apply creativity and technical knowledge to address issues.,Engineers solve problems.,MISC,,,
84,What subjects should students study to prepare for engineering?,"Math, science, computer courses, economics, public speaking, history, English, social studies, and foreign languages.","Students should study math, science, computer courses, economics, public speaking, history, English, social studies, and foreign languages to prepare for engineering.",MISC,,,
84,When does an engineering career begin?,It begins while a student is still in college.,An engineering career begins while you are still in college.,DATE,,,
84,What choices do students have after graduation?,Working immediately or pursuing graduate school.,"After graduation, students may choose between working immediately or pursuing graduate school.",MISC,,,
84,What are some engineering career paths?,"Industry, business, consulting, marketing, management, government, research, and academe.","Career choices include industry, business, consulting, marketing, management, government, research, and academe.",MISC,,,
84,What does professional engineering licensure demonstrate?,"Commitment, credibility, and value in engineering disciplines.","Professional engineering licensure demonstrates commitment, credibility, and value in engineering disciplines.",MISC,,,
84,Who aimed to create technology that impacts people's lives?,Larry Page,Larry Page aimed to create technology that impacts people's lives.,PERSON,,,
84,What did Larry Page and Sergey Brin develop from their PhD project?,Google,Larry Page and Sergey Brin developed Google from their PhD project.,ORG,,,
84,Who is the interim head of hardware for Oculus Rift?,Caitlin Kalinowski,Caitlin Kalinowski is the interim head of hardware for Oculus Rift.,PERSON,,,
84,What device did Caitlin Kalinowski help design?,The Oculus virtual-reality headset.,Caitlin Kalinowski led the design of the Oculus virtual-reality headset.,MISC,,,
84,Who helped create the Apple computer with Steve Jobs?,Steve Wozniak,Steve Wozniak helped create the Apple computer with Steve Jobs.,PERSON,,,
84,What technology ventures did Steve Wozniak co-found?,Apple and other technology ventures.,Steve Wozniak co-founded Apple and other technology ventures.,ORG,,,
85,What must alumni of the BS Computer Engineering program do to support industry competitiveness?,Help create innovations.,The alumni of the BS Computer Engineering program shall help create innovations to ensure the competitive edge of the Philippine computing industry.,MISC,,,
85,What ethical expectation is required of BS Computer Engineering alumni?,They must adhere to ethical standards.,The alumni of the BS Computer Engineering program shall adhere to ethical standards in the practice of the Computer Engineering profession.,MISC,,,
85,What qualities should engineers possess?,"Curiosity, critical thinking, creativity, communication, and collaboration.","Engineers should be curious, critical thinkers, creative, effective communicators, and collaborative.",MISC,,,
85,What do computer engineers design to produce specialized solutions?,Computer hardware.,Computer engineers design hardware to create specialized solutions or new technologies.,MISC,,,
85,What essential activity ensures the functionality of systems created by computer engineers?,Testing systems to ensure proper function and find inefficiencies.,Computer engineers test systems they create to ensure proper function and find inefficiencies.,MISC,,,
85,What type of systems do computer engineers design to suit specific tasks?,Efficient hardware systems.,Computer engineers design efficient hardware systems suited to specific tasks.,MISC,,,
85,What does ABET stand for?,Accreditation Board for Engineering and Technology.,ABET is the Accreditation Board for Engineering and Technology.,ORG,,,
85,What does ABET evaluate when accrediting programs?,"Faculty, curriculum, facilities, and academic standards.","ABET accredits engineering and technology programs by evaluating faculty, curriculum, facilities, and academic standards.",MISC,,,
85,What educational requirement is needed to become an engineer?,Completing an accredited program.,"To become an engineer, one must complete an accredited program, obtain professional registration, and pursue lifelong learning.",MISC,,,
85,What major engineering functions exist across fields?,"Research, design, development, testing, production, deployment, maintenance, management, sales, consulting, and teaching.","Engineering functions include research, design, development, testing, production, deployment, maintenance, management, sales, consulting, and teaching.",MISC,,,
85,What essential needs do engineers help provide in society?,"Water, food, and shelter.","Engineers play a significant role in providing essential needs such as water, food, and shelter.",MISC,,,
85,What differs among engineering disciplines?,Their functions and areas of expertise.,Engineering disciplines differ in functions and areas of expertise.,MISC,,,
86,What is the purpose of this training?,To inform participants of potential hazards of working with or near energized electrical equipment.,This training is to inform all participants of the potential hazards of working with or near energized electrical equipment.,MISC,,,
86,What is the focus of the training?,"Recognizing, avoiding, and reporting electrical hazards.","The focus is on recognizing, avoiding and reporting electrical hazards.",MISC,,,
86,What is this training NOT intended to provide?,Skills or knowledge to perform electrical tasks.,This training is not intended to provide skills or knowledge to perform electrical tasks.,MISC,,,
86,What will participants NOT be qualified to do?,Perform electrical tasks at sites.,Participants will NOT be qualified to perform any electrical tasks at sites.,MISC,,,
86,What will participants NOT be authorized to repair?,Any electrical equipment.,Participants will NOT be authorized to repair any electrical equipment.,MISC,,,
86,What will participants be able to recognize?,Real or potential electrical hazards.,Participants will be able to recognize real or potential electrical hazards.,MISC,,,
86,What will participants be able to avoid?,Personal injury and injury to others.,Participants will be able to avoid personal injury and prevent others from being injured.,MISC,,,
86,What will participants be able to report?,Emergencies and unsafe electrical conditions.,Participants will be able to report emergencies and unsafe electrical conditions.,MISC,,,
86,What may some electrical devices present?,Safety hazards.,Some may present safety hazards.,MISC,,,
86,What must be done to be safe around electrical devices?,Properly handle all electrical devices.,"To be safe, we must properly handle all electrical devices.",MISC,,,
86,What creates unintentional current paths?,"Water, metal, dirt, chemicals, or the human body.","Unintentional paths can be made by water, metal, dirt, chemicals, or a human body.",MISC,,,
86,What happens if current flows through you?,You will receive a shock.,"If the current path goes through you, you will receive a shock.",MISC,,,
86,What are the three main electrical hazards?,"Shock, arc flash, and blast.","The three hazards of electricity are shock, arc flash, and blast.",MISC,,,
86,What is an electric shock?,Current flowing through the body.,An electric shock is current flowing through the body.,MISC,,,
86,What can shocks cause?,Internal burns and organ damage.,Shocks can cause internal burns and organ damage.,MISC,,,
86,Why are electrical circuit shocks dangerous?,They have high current capability.,Electrical circuit shocks have high current capability and are dangerous.,MISC,,,
86,What can different current levels affect?,"Pain, breathing, or heart function.","Effects of current levels on the body vary and can include pain, breathing stoppage, or heart failure.",MISC,,,
86,What do fuses and circuit breakers protect?,"Circuits and equipment, not people.",Fuses and circuit breakers protect equipment but not people.,MISC,,,
86,How much leakage causes GFCIs to trip?,4â€“6 mA.,GFCIs protect people by tripping at 4â€“6 mA leakage.,QUANTITY,,,
86,What is required to prevent electrical shocks?,"Using approved equipment, maintaining it, and following safe practices.",Preventing electrical shocks requires using approved and well-maintained equipment and following safe practices.,MISC,,,
86,What should you do if a hazard is found?,"Stay away, keep others away, and report immediately.","If a hazard is found, stay away, keep others away, and report immediately.",MISC,,,
86,What should you do in an electrical emergency?,Call for help and do not approach the victim.,"In an electrical emergency, call for help and do not approach the victim.",MISC,,,
86,What can arc flash cause?,Severe burns and injuries.,Arc flash can cause severe burns and injuries.,MISC,,,
86,What causes blast hazards?,Rapid expansion during arc faults.,Blast hazards are caused by rapid expansion during arc faults.,MISC,,,
86,What types of conditions are electrical hazards?,"Damaged wires, broken covers, poor conditions, overloaded receptacles.","Hazards include damaged wires, broken covers, poor environmental conditions, and overloaded receptacles.",MISC,,,
86,What are good portable equipment practices?,"Inspecting cords, avoiding defective receptacles, and unplugging properly.","Good portable equipment practices include inspecting cords, avoiding defective receptacles, and pulling plugs correctly.",MISC,,,
87,Ano ang itinataguyod sa mataas na antas ng edukasyon?,Ang pagtataguyod ng wikang pambansa sa mataas na edukasyon.,Ang Pagtataguyod ng Wikang Pambansa sa Mataas na Antas ng Edukasyon at Lagpas Pa.,MISC,,,
87,Ano ang nagdulot ng sari-saring reaksyon sa edukasyon?,Ang pagtatangkang alisin ang Filipino at Panitikan sa kolehiyo.,Umani ng samo't saring reaksyon ang pagbabago sa sistemang pang-edukasyon lalo sa pagtatangkang tanggalin ang Filipino at Panitikan sa kolehiyo.,MISC,,,
87,Ano ang mga pamantayang nakaimpluwensya sa pagbabago sa edukasyon?,"International standards, labor mobility, at ASEAN integration.","Ang pagbabago ay nakaangkla sa international standards, labor mobility, at ASEAN integration.",MISC,,,
87,Ano ang organisasyong nanguna sa pagtutol sa pag-alis ng Filipino at Panitikan?,Ang Tanggol Wika.,Ang Tanggol Wika ang nangunguna sa pagtutol sa pag-alis ng Filipino at Panitikan sa kolehiyo.,ORG,,,
87,Anong hamon ang dulot ng K to 12?,Ang pagdidiin sa paggamit ng wikang Ingles.,Maraming hamon ang dulot ng K to 12 kabilang ang pagdidiin sa paggamit ng Ingles.,MISC,,,
87,Kailan ginanap ang forum ng Tanggol Wika sa DLSU?,"Hunyo 21, 2014.","Noong Hunyo 21, 2014, ginanap ang konsultatibong forum ng Tanggol Wika sa DLSU.",DATE,,,
87,Kailan nagsampa ng kaso ang Tanggol Wika laban sa CHED?,Noong 2015.,"Noong 2015, nagsampa ng kaso ang Tanggol Wika laban sa CHED CMO No. 20.",DATE,,,
87,Kailan binawi ng Korte Suprema ang TRO?,Noong 2019.,"Noong 2019, binawi ng Korte Suprema ang TRO.",DATE,,,
87,Ano ang layunin ng House Bill 223?,Ibalik ang Filipino at Panitikan bilang mandatoryong asignatura.,Marami pang kolehiyo ang may Filipino at Panitikan at may nakahaing House Bill 223 upang ibalik ang mga ito bilang mandatory subjects sa kolehiyo.,MISC,,,
87,Ano ang pahayag ng Ateneo tungkol sa Filipino?,Na ang Filipino ay isang disiplina at lumilikha ng sariling larangan ng karunungan.,"Ayon sa posisyong papel ng Ateneo, ang Filipino ay disiplina at lumilikha ng sariling larangan ng karunungan.",ORG,,,
87,Ano ang sabi ng UP tungkol sa Filipino?,Na ito ay â€œsusi ng kaalamang bayan.â€,"Ayon sa UP Diliman, ang Filipino ay susi ng kaalamang bayan.",ORG,,,
87,Ano ang dapat layunin ng edukasyon?,Linangin ang mga mag-aaral gamit ang Filipino para sa kapakinabangan ng bayan.,Layunin ng edukasyon na linangin ang mga mag-aaral gamit ang wikang Filipino para sa kapakinabangan ng bayan.,MISC,,,
87,Ano ang pahayag ng PNU tungkol sa Filipino?,Na ito ay moog ng karunungan para sa pambansang kapakanan.,"Ayon sa Philippine Normal University, ang Filipino ay moog ng karunungan para sa pambansang kapakanan.",ORG,,,
87,Ano ang kahalagahan ng mga posisyong papel?,Tinutulungan nilang mapanatili ang Filipino at Panitikan sa edukasyon.,Mahalaga ang papel ng mga posisyong papel upang mapanatili ang Filipino at Panitikan sa edukasyon.,MISC,,,
87,Ano ang dapat gawin kasabay ng globalisasyon?,Yakapin ang sariling identidad.,Patuloy na hamon ang globalisasyon ngunit dapat sabayan ng pagyakap sa sariling identidad.,MISC,,,
87,Ano ang nangyayaring pagbabagong dulot ng modernong midya?,Ang paglamlam sa paggamit ng wikang Filipino.,May paglamlam sa paggamit ng Filipino dahil sa globalisasyon at modernong midya.,MISC,,,
87,Ano ang mandato ng Konstitusyon tungkol sa Filipino?,Itaguyod ang Filipino bilang midyum ng komunikasyon at pagtuturo.,"Ayon sa Artikulo XIV Seksiyon 6, dapat itaguyod ang paggamit ng Filipino bilang midyum ng komunikasyon at wika ng pagtuturo.",MISC,,,
87,Sino ang naglabas ng EO 335?,Si Pangulong Corazon Aquino.,Naglabas si Pangulong Corazon Aquino ng EO 335 na nag-aatas sa paggamit ng Filipino sa opisyal na komunikasyon.,PERSON,,,
87,Ano ang itinatadhana ng EO 335?,Ang paggamit ng Filipino sa opisyal na komunikasyon.,Nag-aatas sa paggamit ng Filipino sa opisyal na komunikasyon.,MISC,,,
87,Ano ang sabi ni Lumbera tungkol sa Filipino?,Ito ay wika ng edukasyong nagtataguyod ng kapakanan ng bansa.,"Ayon kina Lumbera et al., ang Filipino ay wika ng edukasyong nagtataguyod ng kapakanan ng bansa.",PERSON,,,
87,Ano ang pahayag ni Virgilio Almario?,Na marami pang dapat gawin para magtagumpay ang Filipino.,"Ayon kay Virgilio Almario, marami pang dapat gawin.",PERSON,,,
87,Ano ang sinabi ni Manuel L. Quezon tungkol sa wikang panlahat?,Walang pagkakaisa kung walang wikang panlahat.,"Ayon kay Manuel L. Quezon, walang pagkakaisa kung walang wikang panlahat.",PERSON,,,
88,What is basketball?,"Basketball is a type of indoor team sport played worldwide requiring teamwork, quick reactions, and endurance.","Basketball is a type of indoor team sport played worldwide requiring teamwork, quick reactions, and endurance.",MISC,,,
88,Who introduced basketball?,Dr. James Naismith introduced basketball.,"Dr. James Naismith introduced basketball on December 21, 1891.",PERSON,,,
88,When was basketball introduced?,"December 21, 1891.","Dr. James Naismith introduced basketball on December 21, 1891.",DATE,,,
88,What did Naismith use for the first game?,He used a soccer ball and peach baskets.,Naismith used a soccer ball and peach baskets for the first game.,MISC,,,
88,How many players are on each basketball team?,Five players.,Basketball is played by two teams of five players each.,QUANTITY,,,
88,What determines the winner of a game?,The team with more points at the end of the fourth period.,The winning team is the one with more points at the end of the fourth period.,MISC,,,
88,What is a typical basketball team composition?,"Two guards, two forwards, and one center.","A typical team consists of two guards, two forwards, and one center.",QUANTITY,,,
88,What are the basic elements of basketball?,"Dribbling, passing, and shooting.","Dribbling, passing, and shooting are the basic elements of basketball.",MISC,,,
88,How long is a basketball game?,Four periods of ten minutes each.,The game consists of four periods of ten minutes each.,QUANTITY,,,
88,When is an extra period played?,When the score is tied.,"If the score is tied, a five-minute extra period is played.",DATE,,,
88,How does a basketball game start?,With a jump ball at center court.,The game begins with a jump ball at center court.,MISC,,,
88,What is a foul?,A rule infraction involving illegal physical contact.,A foul is a rule infraction involving illegal physical contact.,MISC,,,
88,What is a violation?,A rule infraction without physical contact.,A violation is a rule infraction without physical contact.,MISC,,,
89,What do basketball referees use to communicate during games?,They use standardized hand signals.,Basketball referees use standardized hand signals to communicate decisions during the game.,MISC,,,
89,What signal indicates a successful three-point shot?,Three fingers with two arms raised.,"Three points are signaled using three fingers, with one arm for attempt and two arms for a successful shot.",MISC,,,
89,What signals indicate a time-out?,Forming a T with the hands.,A time-out is signaled by forming a T with the hands.,MISC,,,
89,What signal indicates travelling?,Rotating fists.,Travelling is signaled by rotating fists.,MISC,,,
89,What signal indicates a 24-second violation?,Touching the shoulder with the fingers.,A 24-second violation is signaled by touching the shoulder.,MISC,,,
89,What signal indicates a foul on the act of shooting?,Raising an arm with a clenched fist followed by indicating numbers or free throws.,Foul on the act of shooting is signaled by raising an arm with a clenched fist and indicating numbers or free throws.,MISC,,,
89,What signal indicates a double foul?,Waving clenched fists on both hands.,Double foul is signaled by waving clenched fists on both hands.,MISC,,,
89,What signal indicates a technical foul?,Forming a T with the hands.,Technical foul is signaled by forming a T with the hands.,MISC,,,
89,What signal indicates an unsportsmanlike foul?,Clenched fists on both hands.,Unsportsmanlike foul is signaled with clenched fists on both hands.,MISC,,,
90,What is housekeeping concerned with?,"Maintaining safe, clean, and organized workplaces using safety standards.",Housekeeping includes safety color standards used to identify hazards and emergency equipment.,MISC,,,
90,What does yellow indicate in safety signage?,Yellow indicates caution for physical hazards.,Yellow indicates caution for physical hazards.,MISC,,,
90,What does orange indicate in safety markings?,Dangerous machine parts and energized equipment.,Orange indicates dangerous machine parts and energized equipment.,MISC,,,
90,What does purple indicate in safety signs?,Radiation hazards.,Purple indicates radiation hazards.,MISC,,,
90,What must employers provide for workers?,"Safe drinking water, sanitary facilities, and proper sleeping quarters.","Employers must provide workers with safe drinking water, sanitary facilities, and proper sleeping quarters.",MISC,,,
90,What must be kept clean and orderly in workplaces?,"All workplaces, passageways, and storerooms.","All workplaces, passageways, and storerooms must be kept clean and orderly.",MISC,,,
90,What should floors be kept?,"Clean and dry, with drainage where needed.","Floors must be kept clean and dry, providing drainage where wet processes are used.",MISC,,,
90,What is 5S housekeeping?,A system of organization and discipline to maintain workplace efficiency.,5S housekeeping involves systematic organization and discipline in the workplace.,MISC,,,
90,What major cause of workplace injuries is mentioned?,"Slips, trips, and falls.","Slips, trips, and falls are a major cause of workplace injuries.",MISC,,,
90,What should be done with combustible materials?,Store them properly to prevent fire hazards.,Combustible materials should be stored properly to prevent fire hazards.,MISC,,,
90,What must flammable substances be kept away from?,Ignition sources.,Flammable substances must be kept away from ignition sources.,MISC,,,
90,What must remain unobstructed for fire safety?,Fire doors and passageways.,Fire doors and passageways must remain unobstructed.,MISC,,,
90,How much dust accumulation can create an explosion hazard?,1/32 inch covering 5 percent of a surface.,Dust accumulation of 1/32 inch covering 5 percent of a surface can pose an explosion hazard.,QUANTITY,,,
90,What can prevent falling objects?,"Toe boards, rails, or nets.","Falling objects can be prevented with toe boards, rails, or nets.",MISC,,,
90,What risk increases in a cluttered workplace?,Injury.,A cluttered workplace increases the risk of injury.,MISC,,,
90,What hazards must storage areas avoid?,Tripping or fire hazards.,Storage areas should not contain materials that create tripping or fire hazards.,MISC,,,
90,What items should not block electrical panels?,Ladders and tools.,Ladders and tools must not block electrical panels.,MISC,,,
90,What must workers use for protection?,Personal protective equipment.,Workers must use appropriate personal protective equipment for hazards.,MISC,,,
90,What do respirators protect workers from?,"Particles, chemicals, and airborne hazards.","Respirators protect workers from particles, chemicals, and airborne hazards.",MISC,,,
90,What do gloves protect against?,"Chemicals, pathogens, and contaminants.","Gloves provide protection from chemicals, pathogens, and contaminants.",MISC,,,
90,What do goggles protect against?,Chemical splashes and harmful particles.,Goggles protect workers from chemical splashes and harmful particles.,MISC,,,
90,Who should participate in housekeeping?,All workers.,All workers should participate in housekeeping by keeping their areas tidy and reporting hazards.,MISC,,,
90,What should housekeeping policies be?,Written and clearly defined.,Housekeeping policies should be written to define responsibilities and procedures.,MISC,,,
90,What must be done to sustain housekeeping long term?,Monitoring and auditing.,Housekeeping should be maintained long-term through monitoring and auditing.,MISC,,,
91,What is bioethics?,"It is the study of ethical issues and dilemmas in healthcare, life sciences, and biotechnology.","Bioethics is the study of ethical issues and dilemmas that arise in healthcare, life sciences, and biotechnology.",MISC,,,
